,df1,df2,df3,df4,df5,df6,df7
2334,-0.789,-0.606,-0.625,-0.606,-0.617,-0.617,-0.625
2335,0.547,-0.0859999999999999,-0.1639999999999999,-0.0699999999999999,-0.0859999999999999,0.172,-0.1009999999999999
2336,0.0229999999999999,0.2189999999999999,0.0229999999999999,-0.016,0.2189999999999999,0.2189999999999999,0.0229999999999999
2337,0.422,-0.211,-0.062,-0.123,0.422,-0.062,-0.219
2338,-0.312,-0.437,-0.312,-0.265,-0.265,-0.265,-0.312
2339,-0.21,-0.03,0.2669999999999999,-0.053,-0.03,-0.03,0.2669999999999999
2340,0.0909999999999999,0.2729999999999999,-0.016,-0.032,0.2729999999999999,0.187,0.0909999999999999
2341,-0.149,-0.1019999999999999,-0.25,-0.1719999999999999,-0.1019999999999999,-0.1019999999999999,-0.1019999999999999
2342,-0.257,-0.2269999999999999,0.047,-0.393,0.078,0.078,0.047
2343,-0.1099999999999999,-0.0629999999999999,-0.1799999999999999,-0.2299999999999999,-0.1099999999999999,-0.1099999999999999,0.531
2344,-0.055,-0.031,0.1099999999999999,0.2189999999999999,0.625,-0.031,0.1099999999999999
2345,0.172,0.164,0.351,0.258,0.593,0.593,0.351
2346,-0.133,-0.039,-0.133,-0.18,0.015,0.414,0.0699999999999999
2347,-0.617,-0.344,-0.617,-0.758,-0.344,-0.379,-0.617
2348,0.672,0.672,0.0,0.0,0.234,-0.258,0.672
2349,0.0159999999999999,-0.156,-0.531,-0.476,-0.718,-0.3429999999999999,-0.531
2350,0.484,0.484,-0.297,-0.133,0.484,-0.133,-0.297
2351,-0.68,0.0,-0.75,-0.234,0.0,0.0,-0.75
2352,0.063,0.272,-0.0699999999999999,-0.0699999999999999,0.0,0.0,0.031
2353,0.812,0.156,0.328,0.164,0.156,0.156,0.328
2354,0.594,0.594,0.594,-0.156,0.594,0.594,0.594
2355,-0.164,0.008,0.0,0.617,-0.063,-0.063,-0.172
2356,0.0,-0.008,-0.375,0.0909999999999999,-0.008,-0.008,0.0
2357,-0.407,-0.2199999999999999,-0.173,0.202,-0.1649999999999999,-0.1649999999999999,-0.3839999999999999
